data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;negativizzati_ricoverati;dimessi_guariti;deceduti
2020-04-30T08:00:00;Padova;Azienda Ospedale Universita' di Padova;52;12;37;283;60
2020-04-30T08:00:00;Padova;Azienda Ospedale Universita' di Padova - Ospedale S. Antonio;0;0;0;0;1
2020-04-30T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;26;10;8;199;105
2020-04-30T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;15;11;8;68;29
2020-04-30T08:00:00;Belluno;Ospedale Belluno;40;6;4;67;41
2020-04-30T08:00:00;Belluno;Ospedale Feltre;0;0;0;12;6
2020-04-30T08:00:00;Treviso;Ospedale Treviso;26;7;8;206;98
2020-04-30T08:00:00;Treviso;Ospedale Oderzo;8;0;2;19;20
2020-04-30T08:00:00;Treviso;Ospedale Conegliano;2;1;0;17;20
2020-04-30T08:00:00;Treviso;Ospedale Vittorio Veneto *;53;4;21;170;30
2020-04-30T08:00:00;Treviso;Ospedale Castelfranco;1;0;0;39;8
2020-04-30T08:00:00;Treviso;Ospedale Montebelluna;9;0;3;51;12
2020-04-30T08:00:00;Treviso;Ospedale S. Camillo-Treviso *;14;0;3;44;4
2020-04-30T08:00:00;Treviso;Ospedale civ. Motta di Livenza - Treviso;8;0;8;0;0
2020-04-30T08:00:00;Venezia;Ospedale Mestre;13;3;10;76;38
2020-04-30T08:00:00;Venezia;Ospedale Venezia;5;0;5;26;14
2020-04-30T08:00:00;Venezia;Ospedale Mirano;1;0;1;9;9
2020-04-30T08:00:00;Venezia;Ospedale Dolo *;74;9;21;90;72
2020-04-30T08:00:00;Venezia;Ospedale Chioggia;1;0;1;1;3
2020-04-30T08:00:00;Venezia;Ospedale Villa Salus-Mestre *;34;0;7;86;8
2020-04-30T08:00:00;Venezia;Ospedale Jesolo *;29;4;15;72;25
2020-04-30T08:00:00;Venezia;Casa di Cura Rizzola;4;0;1;14;1
2020-04-30T08:00:00;Rovigo;Ospedale Rovigo;1;0;1;22;5
2020-04-30T08:00:00;Rovigo;Ospedale Trecenta *;35;4;11;18;24
2020-04-30T08:00:00;Rovigo;Ospedale Adria;2;0;2;1;0
2020-04-30T08:00:00;Padova;Ospedale Schiavonia *;75;7;12;229;94
2020-04-30T08:00:00;Padova;Ospedale Piove di Sacco;0;0;0;1;0
2020-04-30T08:00:00;Padova;Ospedale Cittadella;1;0;0;2;7
2020-04-30T08:00:00;Padova;Ospedale Camposampiero;4;0;4;2;7
2020-04-30T08:00:00;Padova;Ospedale Conselve;1;0;1;0;0
2020-04-30T08:00:00;Vicenza;Ospedale Santorso *;114;8;40;138;57
2020-04-30T08:00:00;Vicenza;Ospedale Bassano;1;0;0;20;13
2020-04-30T08:00:00;Vicenza;Ospedale Asiago;2;0;1;8;10
2020-04-30T08:00:00;Vicenza;Ospedale Vicenza;45;11;14;98;82
2020-04-30T08:00:00;Vicenza;Ospedale Noventa Vicentina;18;0;5;37;2
2020-04-30T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0;1
2020-04-30T08:00:00;Vicenza;Ospedale Valdagno;7;0;3;21;5
2020-04-30T08:00:00;Verona;Ospedale Legnago;30;5;14;58;46
2020-04-30T08:00:00;Verona;Ospedale San Bonifacio;3;0;0;21;24
2020-04-30T08:00:00;Verona;Ospedale Villafranca *;84;7;11;133;82
2020-04-30T08:00:00;Verona;Ospedale Marzana;61;0;32;26;3
2020-04-30T08:00:00;Verona;Ospedale Bussolengo;25;0;10;30;3
2020-04-30T08:00:00;Verona;Ospedale Bovolone;3;0;3;0;0
2020-04-30T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;39;4;12;113;33
2020-04-30T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;46;1;9;77;38
2020-04-30T08:00:00;Padova;IRCCS - IOV;0;0;0;2;1
2020-04-30T08:00:00;Belluno;Ospedale di Comunita' Belluno;19;0;0;19;10
2020-04-30T08:00:00;Belluno;Ospedale Agordo;27;0;3;12;1
2020-04-30T08:00:00;Treviso;Ospedale di Comunita' Castelfranco;2;0;0;3;0
2020-04-30T08:00:00;Treviso;Centro Servizi Civitas Vitae - Vedelago;14;0;6;28;3
2020-04-30T08:00:00;Treviso;Centro Servizi Casa Luigi e Augusta - Ormelle;4;0;2;22;4
2020-04-30T08:00:00;Treviso;Ospedale di Comunita' Vittorio Veneto;5;0;2;28;2
2020-04-30T08:00:00;Venezia;Casa di Cura Rizzola - OdC;3;0;3;7;1
2020-04-30T08:00:00;Venezia;Ospedale di Cinto Caomaggiore;2;0;2;0;0
2020-04-30T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;11;0;7;25;1
2020-04-30T08:00:00;Padova;Ospedale di Comunita' Camposampiero;13;0;7;13;1
2020-04-30T08:00:00;Vicenza;Ospedale di Comunita' Marostica;17;0;1;9;3
2020-04-30T08:00:00;Vicenza;Ospedale Lonigo;0;0;0;0;0
2020-04-30T08:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0;0
2020-04-30T08:00:00;Verona;Ospedale Malcesine;0;0;0;0;0
2020-04-30T08:00:00;Venezia;Ospedale Portogruaro;0;0;0;0;0
2020-04-30T08:00:00;Venezia;Casa di cura Policlinico San Marco Mestre;0;0;0;0;0
2020-04-30T08:00:00;Verona;Ospedale Bovolone;0;0;0;0;0
2020-04-30T08:00:00;Venezia;Ospedale di Comunita' SS. Giovanni e Paolo;0;0;0;0;0
2020-04-30T08:00:00;Venezia;Ospedale San Dona' di Piave;0;0;0;0;0
