data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;negativizzati_ricoverati;dimessi_guariti;deceduti
2020-04-20T08:00:00;Padova;Azienda Ospedale Universita' di Padova;66;13;36;250;56
2020-04-20T08:00:00;Padova;Azienda Ospedale Universita' di Padova - Ospedale S. Antonio;0;0;0;0;1
2020-04-20T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;47;15;14;176;95
2020-04-20T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;14;25;12;50;25
2020-04-20T08:00:00;Belluno;Ospedale Belluno;39;7;0;63;30
2020-04-20T08:00:00;Belluno;Ospedale Feltre;0;0;0;12;6
2020-04-20T08:00:00;Treviso;Ospedale Treviso;38;11;10;186;92
2020-04-20T08:00:00;Treviso;Ospedale Oderzo;5;7;2;16;16
2020-04-20T08:00:00;Treviso;Ospedale Conegliano;2;1;1;16;20
2020-04-20T08:00:00;Treviso;Ospedale Vittorio Veneto *;47;4;13;136;26
2020-04-20T08:00:00;Treviso;Ospedale Castelfranco;3;0;0;38;8
2020-04-20T08:00:00;Treviso;Ospedale Montebelluna;11;2;6;44;12
2020-04-20T08:00:00;Treviso;Ospedale S. Camillo-Treviso *;49;0;5;10;1
2020-04-20T08:00:00;Treviso;Ospedale civ. Motta di Livenza - Treviso;3;0;3;0;0
2020-04-20T08:00:00;Venezia;Ospedale Mestre;25;8;22;63;33
2020-04-20T08:00:00;Venezia;Ospedale Venezia;10;4;7;20;11
2020-04-20T08:00:00;Venezia;Ospedale Mirano;0;2;2;9;7
2020-04-20T08:00:00;Venezia;Ospedale Dolo *;77;6;25;72;53
2020-04-20T08:00:00;Venezia;Ospedale Chioggia;1;0;0;1;3
2020-04-20T08:00:00;Venezia;Ospedale Villa Salus-Mestre *;48;0;14;62;4
2020-04-20T08:00:00;Venezia;Ospedale San Dona' di Piave;1;0;1;0;0
2020-04-20T08:00:00;Venezia;Ospedale Jesolo *;33;4;16;60;23
2020-04-20T08:00:00;Venezia;Casa di Cura Rizzola;10;0;8;7;1
2020-04-20T08:00:00;Rovigo;Ospedale Rovigo;2;0;1;22;5
2020-04-20T08:00:00;Rovigo;Ospedale Trecenta *;47;8;13;4;16
2020-04-20T08:00:00;Rovigo;Ospedale Adria;2;0;2;1;0
2020-04-20T08:00:00;Padova;Ospedale Schiavonia *;113;6;3;190;76
2020-04-20T08:00:00;Padova;Ospedale Piove di Sacco;0;0;0;1;0
2020-04-20T08:00:00;Padova;Ospedale Cittadella;0;2;0;2;7
2020-04-20T08:00:00;Padova;Ospedale Camposampiero;5;0;1;1;6
2020-04-20T08:00:00;Padova;Ospedale Conselve;1;0;1;0;0
2020-04-20T08:00:00;Vicenza;Ospedale Santorso *;129;8;39;100;42
2020-04-20T08:00:00;Vicenza;Ospedale Bassano;0;2;0;20;12
2020-04-20T08:00:00;Vicenza;Ospedale Asiago;1;0;0;7;10
2020-04-20T08:00:00;Vicenza;Ospedale Vicenza;46;16;4;88;61
2020-04-20T08:00:00;Vicenza;Ospedale Noventa Vicentina;21;0;1;29;1
2020-04-20T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0;1
2020-04-20T08:00:00;Vicenza;Ospedale Valdagno;14;0;0;13;4
2020-04-20T08:00:00;Verona;Ospedale Legnago;50;5;4;43;41
2020-04-20T08:00:00;Verona;Ospedale San Bonifacio;7;0;0;21;20
2020-04-20T08:00:00;Verona;Ospedale Villafranca *;105;14;17;108;51
2020-04-20T08:00:00;Verona;Ospedale Marzana;66;0;19;3;3
2020-04-20T08:00:00;Verona;Ospedale Bussolengo;22;0;7;15;1
2020-04-20T08:00:00;Verona;Ospedale Bovolone;1;0;1;0;0
2020-04-20T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;59;8;15;90;29
2020-04-20T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;52;2;2;68;30
2020-04-20T08:00:00;Padova;IRCCS - IOV;1;0;1;0;0
2020-04-20T08:00:00;Belluno;Ospedale di Comunita' Belluno;14;0;0;16;7
2020-04-20T08:00:00;Belluno;Ospedale Agordo;15;0;2;6;1
2020-04-20T08:00:00;Treviso;Ospedale di Comunita' Castelfranco;2;0;0;1;0
2020-04-20T08:00:00;Treviso;Centro Servizi Civitas Vitae - Vedelago;27;0;5;10;3
2020-04-20T08:00:00;Treviso;Centro Servizi Casa Luigi e Augusta - Ormelle;14;0;11;13;4
2020-04-20T08:00:00;Treviso;Ospedale di Comunita' Vittorio Veneto;24;0;8;21;2
2020-04-20T08:00:00;Venezia;Ospedale di Comunita' SS. Giovanni e Paolo;1;0;0;0;0
2020-04-20T08:00:00;Venezia;Casa di Cura Rizzola - OdC;10;0;4;3;0
2020-04-20T08:00:00;Venezia;Ospedale di Cinto Caomaggiore;1;0;1;0;0
2020-04-20T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;11;0;6;17;1
2020-04-20T08:00:00;Padova;Ospedale di Comunita' Camposampiero;8;0;4;12;0
2020-04-20T08:00:00;Vicenza;Ospedale di Comunita' Marostica;15;0;1;6;2
2020-04-20T08:00:00;Vicenza;Ospedale Lonigo;0;0;0;0;0
2020-04-20T08:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0;0
2020-04-20T08:00:00;Verona;Ospedale Malcesine;0;0;0;0;0
2020-04-20T08:00:00;Venezia;Ospedale Portogruaro;0;0;0;0;0
