data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;dimessi_guariti;deceduti
2020-04-13T17:00:00;Padova;Azienda Ospedale Universita' di Padova;97;19;209;46
2020-04-13T17:00:00;Padova;Azienda Ospedale Universita' di Padova - Ospedale S. Antonio;0;0;0;1
2020-04-13T17:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;54;15;153;86
2020-04-13T17:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;28;25;36;20
2020-04-13T17:00:00;Belluno;Ospedale Belluno;38;9;47;22
2020-04-13T17:00:00;Belluno;Ospedale Feltre;1;0;11;5
2020-04-13T17:00:00;Treviso;Ospedale Treviso;66;16;160;82
2020-04-13T17:00:00;Treviso;Ospedale Oderzo;7;7;14;11
2020-04-13T17:00:00;Treviso;Ospedale Conegliano;0;5;17;19
2020-04-13T17:00:00;Treviso;Ospedale Vittorio Veneto *;67;4;112;20
2020-04-13T17:00:00;Treviso;Ospedale Castelfranco;12;0;30;7
2020-04-13T17:00:00;Treviso;Ospedale Montebelluna;18;7;36;10
2020-04-13T17:00:00;Treviso;Ospedale S. Camillo-Treviso *;44;0;10;1
2020-04-13T17:00:00;Treviso;Ospedale civ. Motta di Livenza - Treviso;1;0;0;0
2020-04-13T17:00:00;Venezia;Ospedale Mestre;28;13;56;31
2020-04-13T17:00:00;Venezia;Ospedale Venezia;10;6;16;11
2020-04-13T17:00:00;Venezia;Ospedale Mirano;1;6;8;6
2020-04-13T17:00:00;Venezia;Ospedale Dolo *;79;10;57;43
2020-04-13T17:00:00;Venezia;Ospedale Chioggia;1;0;0;3
2020-04-13T17:00:00;Venezia;Ospedale Villa Salus-Mestre *;39;0;54;4
2020-04-13T17:00:00;Venezia;Ospedale San Dona' di Piave;1;0;0;0
2020-04-13T17:00:00;Venezia;Ospedale Jesolo *;40;4;49;22
2020-04-13T17:00:00;Venezia;Ospedale Portogruaro;0;0;0;0
2020-04-13T17:00:00;Venezia;Casa di Cura Rizzola;10;0;7;1
2020-04-13T17:00:00;Rovigo;Ospedale Rovigo;2;0;20;6
2020-04-13T17:00:00;Rovigo;Ospedale Trecenta *;47;9;4;11
2020-04-13T17:00:00;Rovigo;Ospedale Adria;1;0;1;0
2020-04-13T17:00:00;Padova;Ospedale Schiavonia *;117;14;161;62
2020-04-13T17:00:00;Padova;Ospedale Piove di Sacco;0;0;1;0
2020-04-13T17:00:00;Padova;Ospedale Cittadella;0;4;2;3
2020-04-13T17:00:00;Padova;Ospedale Camposampiero;4;0;1;6
2020-04-13T17:00:00;Vicenza;Ospedale Santorso *;136;11;71;31
2020-04-13T17:00:00;Vicenza;Ospedale Bassano;1;3;19;12
2020-04-13T17:00:00;Vicenza;Ospedale Asiago;1;0;7;10
2020-04-13T17:00:00;Vicenza;Ospedale Vicenza;54;22;75;53
2020-04-13T17:00:00;Vicenza;Ospedale Noventa Vicentina;21;0;24;0
2020-04-13T17:00:00;Vicenza;Ospedale Arzignano;0;0;0;1
2020-04-13T17:00:00;Vicenza;Ospedale Valdagno;18;0;7;3
2020-04-13T17:00:00;Verona;Ospedale Legnago;58;6;28;36
2020-04-13T17:00:00;Verona;Ospedale San Bonifacio;28;3;17;13
2020-04-13T17:00:00;Verona;Ospedale Villafranca *;100;10;82;42
2020-04-13T17:00:00;Verona;Ospedale Marzana;67;0;2;1
2020-04-13T17:00:00;Verona;Ospedale Bussolengo;19;0;5;1
2020-04-13T17:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;66;8;73;26
2020-04-13T17:00:00;Verona;Ospedale P. Pederzoli-Peschiera;38;4;54;25
2020-04-13T17:00:00;Belluno;Ospedale di Comunita' Belluno;14;0;10;5
2020-04-13T17:00:00;Belluno;Ospedale Agordo;13;0;3;1
2020-04-13T17:00:00;Treviso;Ospedale di Comunita' Castelfranco;1;0;0;0
2020-04-13T17:00:00;Treviso;Centro Servizi Civitas Vitae - Vedelago;31;0;3;2
2020-04-13T17:00:00;Treviso;Centro Servizi Casa Luigi e Augusta - Ormelle;24;0;2;4
2020-04-13T17:00:00;Treviso;Ospedale di Comunita' Vittorio Veneto;27;0;11;2
2020-04-13T17:00:00;Venezia;Ospedale di Comunita' SS. Giovanni e Paolo;1;0;0;0
2020-04-13T17:00:00;Venezia;Casa di Cura Rizzola - OdC;7;0;3;0
2020-04-13T17:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;10;0;12;1
2020-04-13T17:00:00;Padova;Ospedale di Comunita' Camposampiero;8;0;11;0
2020-04-13T17:00:00;Vicenza;Ospedale di Comunita' Marostica;18;0;2;2
2020-04-13T17:00:00;Vicenza;Ospedale Lonigo;0;0;0;0
2020-04-13T17:00:00;Padova;IRCCS - IOV;0;0;0;0
2020-04-13T17:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0
2020-04-13T17:00:00;Verona;Ospedale Malcesine;0;0;0;0
