data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;dimessi_guariti;deceduti
2020-03-31T17:00:00;Padova;Azienda Ospedale Universita' di Padova;114;32;133;22
2020-03-31T17:00:00;Padova;Azienda Ospedale Università di Padova - Ospedale S. Antonio;0;0;0;0
2020-03-31T17:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;84;24;97;59
2020-03-31T17:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;39;32;17;15
2020-03-31T17:00:00;Belluno;Ospedale Belluno;44;10;29;11
2020-03-31T17:00:00;Belluno;Ospedale di Comunità Belluno;9;0;0;1
2020-03-31T17:00:00;Belluno;Ospedale Feltre;8;0;7;4
2020-03-31T17:00:00;Belluno;Ospedale Agordo;12;0;1;0
2020-03-31T17:00:00;Treviso;Ospedale Treviso;119;23;137;61
2020-03-31T17:00:00;Treviso;Ospedale Oderzo;18;6;8;5
2020-03-31T17:00:00;Treviso;Ospedale Conegliano;10;8;14;13
2020-03-31T17:00:00;Treviso;Ospedale Vittorio Veneto *;139;7;41;11
2020-03-31T17:00:00;Treviso;Ospedale Castelfranco;29;0;14;6
2020-03-31T17:00:00;Treviso;Ospedale Montebelluna;37;8;18;6
2020-03-31T17:00:00;Treviso;Ospedale S. Camillo-Treviso *;46;0;0;0
2020-03-31T17:00:00;Venezia;Ospedale Mestre;49;15;25;20
2020-03-31T17:00:00;Venezia;Ospedale Venezia;12;6;12;6
2020-03-31T17:00:00;Venezia;Ospedale Mirano;1;10;7;6
2020-03-31T17:00:00;Venezia;Ospedale Dolo *;92;16;19;17
2020-03-31T17:00:00;Venezia;Ospedale Chioggia;0;0;0;3
2020-03-31T17:00:00;Venezia;Ospedale Villa Salus-Mestre *;27;0;15;2
2020-03-31T17:00:00;Venezia;Ospedale San Dona' di Piave;0;0;0;0
2020-03-31T17:00:00;Venezia;Ospedale Jesolo *;54;12;22;13
2020-03-31T17:00:00;Venezia;Casa di Cura Rizzola;14;0;0;0
2020-03-31T17:00:00;Rovigo;Ospedale Rovigo;26;0;11;2
2020-03-31T17:00:00;Rovigo;Ospedale Trecenta *;5;9;0;0
2020-03-31T17:00:00;Rovigo;Ospedale Adria;0;0;0;0
2020-03-31T17:00:00;Padova;Ospedale Schiavonia *;126;25;80;36
2020-03-31T17:00:00;Padova;Ospedale Piove di Sacco;0;0;1;0
2020-03-31T17:00:00;Padova;Ospedale Cittadella;0;6;5;2
2020-03-31T17:00:00;Padova;Ospedale Camposampiero;10;0;5;3
2020-03-31T17:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0
2020-03-31T17:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;7;0;5;1
2020-03-31T17:00:00;Vicenza;Ospedale Santorso *;83;17;22;15
2020-03-31T17:00:00;Vicenza;Ospedale Bassano;27;6;7;9
2020-03-31T17:00:00;Vicenza;Ospedale Asiago;23;0;0;9
2020-03-31T17:00:00;Vicenza;Ospedale Vicenza;76;26;38;37
2020-03-31T17:00:00;Vicenza;Ospedale Noventa Vicentina;19;0;7;0
2020-03-31T17:00:00;Vicenza;Ospedale Arzignano;0;0;0;0
2020-03-31T17:00:00;Vicenza;Ospedale Valdagno;13;0;0;1
2020-03-31T17:00:00;Vicenza;Ospedale Lonigo;0;0;0;0
2020-03-31T17:00:00;Verona;Ospedale Legnago;68;8;2;21
2020-03-31T17:00:00;Verona;Ospedale San Bonifacio;16;7;1;4
2020-03-31T17:00:00;Verona;Ospedale Villafranca *;118;19;29;15
2020-03-31T17:00:00;Verona;Ospedale Marzana;27;0;1;0
2020-03-31T17:00:00;Padova;IRCCS - IOV;0;0;0;0
2020-03-31T17:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;83;10;26;17
2020-03-31T17:00:00;Verona;Ospedale P. Pederzoli-Peschiera;48;10;17;12
