data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;negativizzati_ricoverati;dimessi_guariti;deceduti
2020-04-27T08:00:00;Padova;Azienda Ospedale Universita' di Padova;60;12;32;278;57
2020-04-27T08:00:00;Padova;Azienda Ospedale Universita' di Padova - Ospedale S. Antonio;0;0;0;0;1
2020-04-27T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;39;10;12;191;103
2020-04-27T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;15;11;5;67;28
2020-04-27T08:00:00;Belluno;Ospedale Belluno;44;6;1;66;35
2020-04-27T08:00:00;Belluno;Ospedale Feltre;0;0;0;12;6
2020-04-27T08:00:00;Treviso;Ospedale Treviso;21;8;5;203;98
2020-04-27T08:00:00;Treviso;Ospedale Oderzo;6;3;4;18;18
2020-04-27T08:00:00;Treviso;Ospedale Conegliano;4;0;0;16;20
2020-04-27T08:00:00;Treviso;Ospedale Vittorio Veneto *;56;6;23;160;28
2020-04-27T08:00:00;Treviso;Ospedale Castelfranco;3;0;0;38;8
2020-04-27T08:00:00;Treviso;Ospedale Montebelluna;13;0;4;47;12
2020-04-27T08:00:00;Treviso;Ospedale S. Camillo-Treviso *;18;0;6;40;4
2020-04-27T08:00:00;Treviso;Ospedale civ. Motta di Livenza - Treviso;8;0;8;0;0
2020-04-27T08:00:00;Venezia;Ospedale Mestre;18;3;14;72;37
2020-04-27T08:00:00;Venezia;Ospedale Venezia;6;0;6;25;14
2020-04-27T08:00:00;Venezia;Ospedale Mirano;1;0;1;9;9
2020-04-27T08:00:00;Venezia;Ospedale Dolo *;80;6;25;86;65
2020-04-27T08:00:00;Venezia;Ospedale Chioggia;1;0;1;1;3
2020-04-27T08:00:00;Venezia;Ospedale Villa Salus-Mestre *;48;0;15;71;5
2020-04-27T08:00:00;Venezia;Ospedale Jesolo *;31;4;15;70;24
2020-04-27T08:00:00;Venezia;Casa di Cura Rizzola;4;0;1;14;1
2020-04-27T08:00:00;Rovigo;Ospedale Rovigo;1;0;1;22;5
2020-04-27T08:00:00;Rovigo;Ospedale Trecenta *;39;4;12;12;22
2020-04-27T08:00:00;Rovigo;Ospedale Adria;2;0;2;1;0
2020-04-27T08:00:00;Padova;Ospedale Schiavonia *;95;5;8;215;91
2020-04-27T08:00:00;Padova;Ospedale Piove di Sacco;0;0;0;1;0
2020-04-27T08:00:00;Padova;Ospedale Cittadella;0;0;0;2;7
2020-04-27T08:00:00;Padova;Ospedale Camposampiero;4;0;3;2;7
2020-04-27T08:00:00;Padova;Ospedale Conselve;1;0;1;0;0
2020-04-27T08:00:00;Vicenza;Ospedale Santorso *;105;9;43;126;55
2020-04-27T08:00:00;Vicenza;Ospedale Bassano;0;0;0;20;13
2020-04-27T08:00:00;Vicenza;Ospedale Asiago;2;0;1;7;10
2020-04-27T08:00:00;Vicenza;Ospedale Vicenza;47;13;12;93;73
2020-04-27T08:00:00;Vicenza;Ospedale Noventa Vicentina;17;0;2;36;1
2020-04-27T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0;1
2020-04-27T08:00:00;Vicenza;Ospedale Valdagno;10;0;3;19;5
2020-04-27T08:00:00;Verona;Ospedale Legnago;32;7;18;56;46
2020-04-27T08:00:00;Verona;Ospedale San Bonifacio;3;0;0;21;23
2020-04-27T08:00:00;Verona;Ospedale Villafranca *;92;9;18;120;76
2020-04-27T08:00:00;Verona;Ospedale Marzana;60;0;33;18;3
2020-04-27T08:00:00;Verona;Ospedale Bussolengo;23;0;13;24;3
2020-04-27T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;40;6;14;113;31
2020-04-27T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;47;1;6;74;36
2020-04-27T08:00:00;Padova;IRCCS - IOV;3;0;3;0;0
2020-04-27T08:00:00;Belluno;Ospedale di Comunita' Belluno;19;0;0;18;10
2020-04-27T08:00:00;Belluno;Ospedale Agordo;31;0;6;8;1
2020-04-27T08:00:00;Treviso;Ospedale di Comunita' Castelfranco;1;0;0;3;0
2020-04-27T08:00:00;Treviso;Centro Servizi Civitas Vitae - Vedelago;18;0;11;23;3
2020-04-27T08:00:00;Treviso;Centro Servizi Casa Luigi e Augusta - Ormelle;6;0;3;20;4
2020-04-27T08:00:00;Treviso;Ospedale di Comunita' Vittorio Veneto;4;0;2;28;2
2020-04-27T08:00:00;Venezia;Casa di Cura Rizzola - OdC;6;0;2;4;1
2020-04-27T08:00:00;Venezia;Ospedale di Cinto Caomaggiore;2;0;2;0;0
2020-04-27T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;9;0;4;23;1
2020-04-27T08:00:00;Padova;Ospedale di Comunita' Camposampiero;11;0;7;12;0
2020-04-27T08:00:00;Vicenza;Ospedale di Comunita' Marostica;19;0;1;7;2
2020-04-27T08:00:00;Vicenza;Ospedale Lonigo;0;0;0;0;0
2020-04-27T08:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0;0
2020-04-27T08:00:00;Verona;Ospedale Malcesine;0;0;0;0;0
2020-04-27T08:00:00;Venezia;Ospedale Portogruaro;0;0;0;0;0
2020-04-27T08:00:00;Venezia;Casa di cura Policlinico San Marco Mestre;0;0;0;0;0
2020-04-27T08:00:00;Verona;Ospedale Bovolone;0;0;0;0;0
2020-04-27T08:00:00;Venezia;Ospedale di Comunita' SS. Giovanni e Paolo;0;0;0;0;0
2020-04-27T08:00:00;Venezia;Ospedale San Dona' di Piave;0;0;0;0;0
