data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;negativizzati_ricoverati;dimessi_guariti;deceduti
2020-04-19T08:00:00;Padova;Azienda Ospedale Universita' di Padova;63;14;34;250;56
2020-04-19T08:00:00;Padova;Azienda Ospedale Universita' di Padova - Ospedale S. Antonio;0;0;0;0;1
2020-04-19T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;46;15;11;175;93
2020-04-19T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;16;25;11;48;25
2020-04-19T08:00:00;Belluno;Ospedale Belluno;38;7;1;60;28
2020-04-19T08:00:00;Belluno;Ospedale Feltre;0;0;0;12;6
2020-04-19T08:00:00;Treviso;Ospedale Treviso;40;11;9;186;89
2020-04-19T08:00:00;Treviso;Ospedale Oderzo;6;7;2;16;15
2020-04-19T08:00:00;Treviso;Ospedale Conegliano;2;1;1;16;20
2020-04-19T08:00:00;Treviso;Ospedale Vittorio Veneto *;48;4;11;136;25
2020-04-19T08:00:00;Treviso;Ospedale Castelfranco;3;0;0;38;8
2020-04-19T08:00:00;Treviso;Ospedale Montebelluna;11;2;6;44;12
2020-04-19T08:00:00;Treviso;Ospedale S. Camillo-Treviso *;49;0;5;10;1
2020-04-19T08:00:00;Treviso;Ospedale civ. Motta di Livenza - Treviso;3;0;3;0;0
2020-04-19T08:00:00;Venezia;Ospedale Mestre;26;8;22;62;33
2020-04-19T08:00:00;Venezia;Ospedale Venezia;10;4;7;20;11
2020-04-19T08:00:00;Venezia;Ospedale Mirano;0;3;3;9;7
2020-04-19T08:00:00;Venezia;Ospedale Dolo *;71;6;23;72;51
2020-04-19T08:00:00;Venezia;Ospedale Chioggia;0;0;0;1;3
2020-04-19T08:00:00;Venezia;Ospedale Villa Salus-Mestre *;53;0;19;57;4
2020-04-19T08:00:00;Venezia;Ospedale San Dona' di Piave;1;0;1;0;0
2020-04-19T08:00:00;Venezia;Ospedale Jesolo *;34;4;18;57;23
2020-04-19T08:00:00;Venezia;Casa di Cura Rizzola;10;0;8;7;1
2020-04-19T08:00:00;Rovigo;Ospedale Rovigo;1;0;1;22;5
2020-04-19T08:00:00;Rovigo;Ospedale Trecenta *;47;8;12;4;16
2020-04-19T08:00:00;Rovigo;Ospedale Adria;2;0;2;1;0
2020-04-19T08:00:00;Padova;Ospedale Schiavonia *;110;7;3;190;71
2020-04-19T08:00:00;Padova;Ospedale Piove di Sacco;0;0;0;1;0
2020-04-19T08:00:00;Padova;Ospedale Cittadella;0;2;0;2;7
2020-04-19T08:00:00;Padova;Ospedale Camposampiero;5;0;1;1;6
2020-04-19T08:00:00;Padova;Ospedale Conselve;1;0;1;0;0
2020-04-19T08:00:00;Vicenza;Ospedale Santorso *;128;8;36;99;42
2020-04-19T08:00:00;Vicenza;Ospedale Bassano;0;2;0;20;12
2020-04-19T08:00:00;Vicenza;Ospedale Asiago;1;0;0;7;10
2020-04-19T08:00:00;Vicenza;Ospedale Vicenza;47;16;7;83;61
2020-04-19T08:00:00;Vicenza;Ospedale Noventa Vicentina;22;0;2;28;1
2020-04-19T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0;1
2020-04-19T08:00:00;Vicenza;Ospedale Valdagno;16;0;2;11;3
2020-04-19T08:00:00;Verona;Ospedale Legnago;49;6;2;43;40
2020-04-19T08:00:00;Verona;Ospedale San Bonifacio;9;0;0;21;18
2020-04-19T08:00:00;Verona;Ospedale Villafranca *;95;14;11;104;50
2020-04-19T08:00:00;Verona;Ospedale Marzana;66;0;19;3;3
2020-04-19T08:00:00;Verona;Ospedale Bussolengo;22;0;6;15;1
2020-04-19T08:00:00;Verona;Ospedale Bovolone;1;0;1;0;0
2020-04-19T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;59;8;15;90;29
2020-04-19T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;52;2;2;68;30
2020-04-19T08:00:00;Padova;IRCCS - IOV;1;0;1;0;0
2020-04-19T08:00:00;Belluno;Ospedale di Comunita' Belluno;14;0;0;14;6
2020-04-19T08:00:00;Belluno;Ospedale Agordo;14;0;3;5;1
2020-04-19T08:00:00;Treviso;Ospedale di Comunita' Castelfranco;2;0;0;1;0
2020-04-19T08:00:00;Treviso;Centro Servizi Civitas Vitae - Vedelago;27;0;5;10;3
2020-04-19T08:00:00;Treviso;Centro Servizi Casa Luigi e Augusta - Ormelle;14;0;11;13;4
2020-04-19T08:00:00;Treviso;Ospedale di Comunita' Vittorio Veneto;24;0;8;21;2
2020-04-19T08:00:00;Venezia;Ospedale di Comunita' SS. Giovanni e Paolo;1;0;0;0;0
2020-04-19T08:00:00;Venezia;Casa di Cura Rizzola - OdC;10;0;4;3;0
2020-04-19T08:00:00;Venezia;Ospedale di Cinto Caomaggiore;1;0;1;0;0
2020-04-19T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;11;0;6;17;1
2020-04-19T08:00:00;Padova;Ospedale di Comunita' Camposampiero;8;0;4;12;0
2020-04-19T08:00:00;Vicenza;Ospedale di Comunita' Marostica;15;0;1;6;2
2020-04-19T08:00:00;Vicenza;Ospedale Lonigo;0;0;0;0;0
2020-04-19T08:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0;0
2020-04-19T08:00:00;Verona;Ospedale Malcesine;0;0;0;0;0
2020-04-19T08:00:00;Venezia;Ospedale Portogruaro;0;0;0;0;0
