data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;dimessi_guariti;deceduti
2020-04-01T08:00:00;Padova;Azienda Ospedale Universita' di Padova;112;31;138;22
2020-04-01T08:00:00;Padova;Azienda Ospedale Università di Padova - Ospedale S. Antonio;0;0;0;0
2020-04-01T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;82;24;101;60
2020-04-01T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;38;32;17;15
2020-04-01T08:00:00;Belluno;Ospedale Belluno;44;10;29;11
2020-04-01T08:00:00;Belluno;Ospedale di Comunità Belluno;9;0;0;1
2020-04-01T08:00:00;Belluno;Ospedale Feltre;8;0;7;4
2020-04-01T08:00:00;Belluno;Ospedale Agordo;12;0;1;0
2020-04-01T08:00:00;Treviso;Ospedale Treviso;117;23;138;61
2020-04-01T08:00:00;Treviso;Ospedale Oderzo;18;6;8;5
2020-04-01T08:00:00;Treviso;Ospedale Conegliano;4;8;14;13
2020-04-01T08:00:00;Treviso;Ospedale Vittorio Veneto *;144;7;41;11
2020-04-01T08:00:00;Treviso;Ospedale Castelfranco;29;0;14;6
2020-04-01T08:00:00;Treviso;Ospedale Montebelluna;38;8;18;6
2020-04-01T08:00:00;Treviso;Ospedale S. Camillo-Treviso *;47;0;0;0
2020-04-01T08:00:00;Venezia;Ospedale Mestre;50;15;25;20
2020-04-01T08:00:00;Venezia;Ospedale Venezia;12;7;12;6
2020-04-01T08:00:00;Venezia;Ospedale Mirano;0;10;7;7
2020-04-01T08:00:00;Venezia;Ospedale Dolo *;91;14;20;18
2020-04-01T08:00:00;Venezia;Ospedale Chioggia;0;0;0;3
2020-04-01T08:00:00;Venezia;Ospedale Villa Salus-Mestre *;28;0;16;2
2020-04-01T08:00:00;Venezia;Ospedale San Dona' di Piave;0;0;0;0
2020-04-01T08:00:00;Venezia;Ospedale Jesolo *;51;12;24;14
2020-04-01T08:00:00;Venezia;Casa di Cura Rizzola;8;0;1;0
2020-04-01T08:00:00;Rovigo;Ospedale Rovigo;25;0;11;2
2020-04-01T08:00:00;Rovigo;Ospedale Trecenta *;5;9;0;0
2020-04-01T08:00:00;Rovigo;Ospedale Adria;0;0;0;0
2020-04-01T08:00:00;Padova;Ospedale Schiavonia *;121;25;85;36
2020-04-01T08:00:00;Padova;Ospedale Piove di Sacco;0;0;1;0
2020-04-01T08:00:00;Padova;Ospedale Cittadella;0;6;5;2
2020-04-01T08:00:00;Padova;Ospedale Camposampiero;9;0;6;4
2020-04-01T08:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0
2020-04-01T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;7;0;5;1
2020-04-01T08:00:00;Vicenza;Ospedale Santorso *;83;16;22;15
2020-04-01T08:00:00;Vicenza;Ospedale Bassano;31;6;7;9
2020-04-01T08:00:00;Vicenza;Ospedale Asiago;22;0;0;9
2020-04-01T08:00:00;Vicenza;Ospedale Vicenza;75;26;40;38
2020-04-01T08:00:00;Vicenza;Ospedale Noventa Vicentina;21;0;8;0
2020-04-01T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0
2020-04-01T08:00:00;Vicenza;Ospedale Valdagno;14;0;0;1
2020-04-01T08:00:00;Vicenza;Ospedale Lonigo;0;0;0;0
2020-04-01T08:00:00;Verona;Ospedale Legnago;67;8;4;23
2020-04-01T08:00:00;Verona;Ospedale San Bonifacio;14;7;1;4
2020-04-01T08:00:00;Verona;Ospedale Villafranca *;116;19;32;15
2020-04-01T08:00:00;Verona;Ospedale Marzana;35;0;1;0
2020-04-01T08:00:00;Padova;IRCCS - IOV;0;0;0;0
2020-04-01T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;83;10;26;17
2020-04-01T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;48;11;17;12
