data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;negativizzati_ricoverati;dimessi_guariti;deceduti
2020-04-28T08:00:00;Padova;Azienda Ospedale Universita' di Padova;56;12;31;280;58
2020-04-28T08:00:00;Padova;Azienda Ospedale Universita' di Padova - Ospedale S. Antonio;0;0;0;0;1
2020-04-28T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;29;10;11;194;105
2020-04-28T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;14;11;4;68;28
2020-04-28T08:00:00;Belluno;Ospedale Belluno;40;6;1;66;39
2020-04-28T08:00:00;Belluno;Ospedale Feltre;0;0;0;12;6
2020-04-28T08:00:00;Treviso;Ospedale Treviso;22;7;5;203;98
2020-04-28T08:00:00;Treviso;Ospedale Oderzo;6;3;4;18;18
2020-04-28T08:00:00;Treviso;Ospedale Conegliano;4;0;0;16;20
2020-04-28T08:00:00;Treviso;Ospedale Vittorio Veneto *;56;6;22;162;28
2020-04-28T08:00:00;Treviso;Ospedale Castelfranco;3;0;0;38;8
2020-04-28T08:00:00;Treviso;Ospedale Montebelluna;13;0;4;47;12
2020-04-28T08:00:00;Treviso;Ospedale S. Camillo-Treviso *;18;0;6;40;4
2020-04-28T08:00:00;Treviso;Ospedale civ. Motta di Livenza - Treviso;8;0;8;0;0
2020-04-28T08:00:00;Venezia;Ospedale Mestre;16;3;13;73;38
2020-04-28T08:00:00;Venezia;Ospedale Venezia;6;0;6;25;14
2020-04-28T08:00:00;Venezia;Ospedale Mirano;0;1;1;9;9
2020-04-28T08:00:00;Venezia;Ospedale Dolo *;78;6;26;86;67
2020-04-28T08:00:00;Venezia;Ospedale Chioggia;1;0;1;1;3
2020-04-28T08:00:00;Venezia;Ospedale Villa Salus-Mestre *;49;0;14;71;5
2020-04-28T08:00:00;Venezia;Ospedale Jesolo *;31;4;15;70;24
2020-04-28T08:00:00;Venezia;Casa di Cura Rizzola;4;0;1;14;1
2020-04-28T08:00:00;Rovigo;Ospedale Rovigo;1;0;1;22;5
2020-04-28T08:00:00;Rovigo;Ospedale Trecenta *;36;4;11;15;23
2020-04-28T08:00:00;Rovigo;Ospedale Adria;2;0;2;1;0
2020-04-28T08:00:00;Padova;Ospedale Schiavonia *;85;6;8;223;92
2020-04-28T08:00:00;Padova;Ospedale Piove di Sacco;0;0;0;1;0
2020-04-28T08:00:00;Padova;Ospedale Cittadella;1;0;0;2;7
2020-04-28T08:00:00;Padova;Ospedale Camposampiero;4;0;4;2;7
2020-04-28T08:00:00;Padova;Ospedale Conselve;1;0;1;0;0
2020-04-28T08:00:00;Vicenza;Ospedale Santorso *;105;9;40;134;55
2020-04-28T08:00:00;Vicenza;Ospedale Bassano;0;0;0;20;13
2020-04-28T08:00:00;Vicenza;Ospedale Asiago;2;0;1;7;10
2020-04-28T08:00:00;Vicenza;Ospedale Vicenza;50;11;12;94;75
2020-04-28T08:00:00;Vicenza;Ospedale Noventa Vicentina;17;0;3;36;1
2020-04-28T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0;1
2020-04-28T08:00:00;Vicenza;Ospedale Valdagno;8;0;3;21;5
2020-04-28T08:00:00;Verona;Ospedale Legnago;30;6;14;57;46
2020-04-28T08:00:00;Verona;Ospedale San Bonifacio;2;0;0;21;24
2020-04-28T08:00:00;Verona;Ospedale Villafranca *;83;8;11;130;77
2020-04-28T08:00:00;Verona;Ospedale Marzana;69;0;34;18;3
2020-04-28T08:00:00;Verona;Ospedale Bussolengo;25;0;13;26;3
2020-04-28T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;40;6;14;110;31
2020-04-28T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;46;1;7;75;38
2020-04-28T08:00:00;Padova;IRCCS - IOV;3;0;3;0;0
2020-04-28T08:00:00;Belluno;Ospedale di Comunita' Belluno;19;0;0;18;10
2020-04-28T08:00:00;Belluno;Ospedale Agordo;29;0;5;10;1
2020-04-28T08:00:00;Treviso;Ospedale di Comunita' Castelfranco;1;0;0;3;0
2020-04-28T08:00:00;Treviso;Centro Servizi Civitas Vitae - Vedelago;18;0;11;23;3
2020-04-28T08:00:00;Treviso;Centro Servizi Casa Luigi e Augusta - Ormelle;6;0;3;20;4
2020-04-28T08:00:00;Treviso;Ospedale di Comunita' Vittorio Veneto;4;0;2;28;2
2020-04-28T08:00:00;Venezia;Casa di Cura Rizzola - OdC;6;0;2;4;1
2020-04-28T08:00:00;Venezia;Ospedale di Cinto Caomaggiore;2;0;2;0;0
2020-04-28T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;9;0;4;25;1
2020-04-28T08:00:00;Padova;Ospedale di Comunita' Camposampiero;12;0;7;12;0
2020-04-28T08:00:00;Vicenza;Ospedale di Comunita' Marostica;17;0;1;8;2
2020-04-28T08:00:00;Vicenza;Ospedale Lonigo;0;0;0;0;0
2020-04-28T08:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0;0
2020-04-28T08:00:00;Verona;Ospedale Malcesine;0;0;0;0;0
2020-04-28T08:00:00;Venezia;Ospedale Portogruaro;0;0;0;0;0
2020-04-28T08:00:00;Venezia;Casa di cura Policlinico San Marco Mestre;0;0;0;0;0
2020-04-28T08:00:00;Verona;Ospedale Bovolone;0;0;0;0;0
2020-04-28T08:00:00;Venezia;Ospedale di Comunita' SS. Giovanni e Paolo;0;0;0;0;0
2020-04-28T08:00:00;Venezia;Ospedale San Dona' di Piave;0;0;0;0;0
