data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;negativizzati_ricoverati;dimessi_guariti;deceduti
2020-04-17T08:00:00;Padova;Azienda Ospedale Universita' di Padova;74;17;29;237;53
2020-04-17T08:00:00;Padova;Azienda Ospedale Universita' di Padova - Ospedale S. Antonio;0;0;0;0;1
2020-04-17T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;49;15;9;168;90
2020-04-17T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;23;25;12;43;22
2020-04-17T08:00:00;Belluno;Ospedale Belluno;40;8;1;55;24
2020-04-17T08:00:00;Belluno;Ospedale Feltre;0;0;0;12;6
2020-04-17T08:00:00;Treviso;Ospedale Treviso;39;12;4;185;88
2020-04-17T08:00:00;Treviso;Ospedale Oderzo;8;7;0;16;13
2020-04-17T08:00:00;Treviso;Ospedale Conegliano;1;3;0;16;20
2020-04-17T08:00:00;Treviso;Ospedale Vittorio Veneto *;57;4;13;125;25
2020-04-17T08:00:00;Treviso;Ospedale Castelfranco;4;0;0;37;8
2020-04-17T08:00:00;Treviso;Ospedale Montebelluna;14;4;4;40;12
2020-04-17T08:00:00;Treviso;Ospedale S. Camillo-Treviso *;49;0;3;10;1
2020-04-17T08:00:00;Treviso;Ospedale civ. Motta di Livenza - Treviso;4;0;3;0;0
2020-04-17T08:00:00;Venezia;Ospedale Mestre;29;8;21;60;33
2020-04-17T08:00:00;Venezia;Ospedale Venezia;8;6;7;19;11
2020-04-17T08:00:00;Venezia;Ospedale Mirano;1;4;2;9;6
2020-04-17T08:00:00;Venezia;Ospedale Dolo *;78;8;25;60;50
2020-04-17T08:00:00;Venezia;Ospedale Chioggia;2;0;1;0;3
2020-04-17T08:00:00;Venezia;Ospedale Villa Salus-Mestre *;49;0;15;55;4
2020-04-17T08:00:00;Venezia;Ospedale San Dona' di Piave;1;0;1;0;0
2020-04-17T08:00:00;Venezia;Ospedale Jesolo *;33;4;14;57;23
2020-04-17T08:00:00;Venezia;Casa di Cura Rizzola;10;0;4;7;1
2020-04-17T08:00:00;Rovigo;Ospedale Rovigo;5;0;2;20;6
2020-04-17T08:00:00;Rovigo;Ospedale Trecenta *;44;9;13;4;15
2020-04-17T08:00:00;Rovigo;Ospedale Adria;1;0;1;1;0
2020-04-17T08:00:00;Padova;Ospedale Schiavonia *;109;7;3;183;71
2020-04-17T08:00:00;Padova;Ospedale Piove di Sacco;0;0;0;1;0
2020-04-17T08:00:00;Padova;Ospedale Cittadella;0;2;1;2;5
2020-04-17T08:00:00;Padova;Ospedale Camposampiero;4;0;1;1;6
2020-04-17T08:00:00;Vicenza;Ospedale Santorso *;139;8;36;84;38
2020-04-17T08:00:00;Vicenza;Ospedale Bassano;0;2;0;20;12
2020-04-17T08:00:00;Vicenza;Ospedale Asiago;1;0;0;7;10
2020-04-17T08:00:00;Vicenza;Ospedale Vicenza;51;16;6;80;58
2020-04-17T08:00:00;Vicenza;Ospedale Noventa Vicentina;25;0;2;26;0
2020-04-17T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0;1
2020-04-17T08:00:00;Vicenza;Ospedale Valdagno;19;0;1;8;3
2020-04-17T08:00:00;Verona;Ospedale Legnago;58;7;4;34;37
2020-04-17T08:00:00;Verona;Ospedale San Bonifacio;9;0;0;20;18
2020-04-17T08:00:00;Verona;Ospedale Villafranca *;108;10;10;94;45
2020-04-17T08:00:00;Verona;Ospedale Marzana;67;0;11;3;2
2020-04-17T08:00:00;Verona;Ospedale Bussolengo;29;0;10;8;1
2020-04-17T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;65;8;16;82;26
2020-04-17T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;51;3;2;67;29
2020-04-17T08:00:00;Padova;IRCCS - IOV;1;0;0;0;0
2020-04-17T08:00:00;Belluno;Ospedale di Comunita' Belluno;13;0;0;14;6
2020-04-17T08:00:00;Belluno;Ospedale Agordo;14;0;3;4;1
2020-04-17T08:00:00;Treviso;Ospedale di Comunita' Castelfranco;1;0;0;1;0
2020-04-17T08:00:00;Treviso;Centro Servizi Civitas Vitae - Vedelago;27;0;1;10;3
2020-04-17T08:00:00;Treviso;Centro Servizi Casa Luigi e Augusta - Ormelle;23;0;0;4;4
2020-04-17T08:00:00;Treviso;Ospedale di Comunita' Vittorio Veneto;25;0;7;19;2
2020-04-17T08:00:00;Venezia;Ospedale di Comunita' SS. Giovanni e Paolo;1;0;0;0;0
2020-04-17T08:00:00;Venezia;Casa di Cura Rizzola - OdC;10;0;2;3;0
2020-04-17T08:00:00;Venezia;Ospedale di Cinto Caomaggiore;1;0;1;0;0
2020-04-17T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;7;0;2;17;1
2020-04-17T08:00:00;Padova;Ospedale di Comunita' Camposampiero;9;0;4;11;0
2020-04-17T08:00:00;Vicenza;Ospedale di Comunita' Marostica;19;0;1;2;2
2020-04-17T08:00:00;Vicenza;Ospedale Lonigo;0;0;0;0;0
2020-04-17T08:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0;0
2020-04-17T08:00:00;Verona;Ospedale Malcesine;0;0;0;0;0
2020-04-17T08:00:00;Venezia;Ospedale Portogruaro;0;0;0;0;0
