data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;dimessi_guariti;deceduti
2020-03-30T08:00:00;Padova;Azienda Ospedale Universita' di Padova;118;31;118;19
2020-03-30T08:00:00;Padova;Azienda Ospedale Università di Padova - Ospedale S. Antonio;0;0;0;0
2020-03-30T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;88;24;91;54
2020-03-30T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;42;34;12;15
2020-03-30T08:00:00;Belluno;Ospedale Belluno;43;9;26;8
2020-03-30T08:00:00;Belluno;Ospedale di Comunità Belluno;6;0;0;1
2020-03-30T08:00:00;Belluno;Ospedale Feltre;12;0;5;4
2020-03-30T08:00:00;Belluno;Ospedale Agordo;12;0;1;0
2020-03-30T08:00:00;Treviso;Ospedale Treviso;110;26;129;59
2020-03-30T08:00:00;Treviso;Ospedale Oderzo;18;6;5;5
2020-03-30T08:00:00;Treviso;Ospedale Conegliano;17;9;13;11
2020-03-30T08:00:00;Treviso;Ospedale Vittorio Veneto *;102;6;28;8
2020-03-30T08:00:00;Treviso;Ospedale Castelfranco;23;0;9;6
2020-03-30T08:00:00;Treviso;Ospedale Montebelluna;28;8;12;6
2020-03-30T08:00:00;Treviso;Ospedale S. Camillo-Treviso *;40;0;0;0
2020-03-30T08:00:00;Venezia;Ospedale Mestre;50;15;22;19
2020-03-30T08:00:00;Venezia;Ospedale Venezia;12;7;11;5
2020-03-30T08:00:00;Venezia;Ospedale Mirano;2;10;8;5
2020-03-30T08:00:00;Venezia;Ospedale Dolo *;86;17;17;13
2020-03-30T08:00:00;Venezia;Ospedale Chioggia;0;0;0;2
2020-03-30T08:00:00;Venezia;Ospedale Villa Salus-Mestre *;27;0;10;2
2020-03-30T08:00:00;Venezia;Ospedale San Dona' di Piave;0;0;0;0
2020-03-30T08:00:00;Venezia;Ospedale Jesolo *;57;12;14;11
2020-03-30T08:00:00;Rovigo;Ospedale Rovigo;25;0;11;2
2020-03-30T08:00:00;Rovigo;Ospedale Trecenta *;5;9;0;0
2020-03-30T08:00:00;Rovigo;Ospedale Adria;0;0;0;0
2020-03-30T08:00:00;Padova;Ospedale Schiavonia *;123;24;68;32
2020-03-30T08:00:00;Padova;Ospedale Piove di Sacco;0;0;1;0
2020-03-30T08:00:00;Padova;Ospedale Cittadella;0;5;5;2
2020-03-30T08:00:00;Padova;Ospedale Camposampiero;9;0;5;3
2020-03-30T08:00:00;Padova;Casa di Cura Villa Maria - Padova;3;0;0;0
2020-03-30T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;1;0;0;0
2020-03-30T08:00:00;Vicenza;Ospedale Santorso *;70;15;19;12
2020-03-30T08:00:00;Vicenza;Ospedale Bassano;28;7;7;8
2020-03-30T08:00:00;Vicenza;Ospedale Asiago;22;0;0;9
2020-03-30T08:00:00;Vicenza;Ospedale Vicenza;71;27;35;34
2020-03-30T08:00:00;Vicenza;Ospedale Noventa Vicentina;20;0;6;0
2020-03-30T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0
2020-03-30T08:00:00;Vicenza;Ospedale Valdagno;13;0;0;1
2020-03-30T08:00:00;Vicenza;Ospedale Lonigo;0;0;0;0
2020-03-30T08:00:00;Verona;Ospedale Legnago;68;8;2;20
2020-03-30T08:00:00;Verona;Ospedale San Bonifacio;20;6;2;3
2020-03-30T08:00:00;Verona;Ospedale Villafranca *;121;20;16;12
2020-03-30T08:00:00;Verona;Ospedale Marzana;19;0;1;0
2020-03-30T08:00:00;Padova;IRCCS - IOV;0;0;0;0
2020-03-30T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;78;10;26;15
2020-03-30T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;44;11;11;7
