data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;dimessi_guariti;deceduti
2020-03-31T08:00:00;Padova;Azienda Ospedale Universita' di Padova;114;32;133;21
2020-03-31T08:00:00;Padova;Azienda Ospedale Università di Padova - Ospedale S. Antonio;0;0;0;0
2020-03-31T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;81;24;96;58
2020-03-31T08:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;40;32;15;15
2020-03-31T08:00:00;Belluno;Ospedale Belluno;42;10;28;10
2020-03-31T08:00:00;Belluno;Ospedale di Comunità Belluno;6;0;0;1
2020-03-31T08:00:00;Belluno;Ospedale Feltre;10;0;6;4
2020-03-31T08:00:00;Belluno;Ospedale Agordo;12;0;1;0
2020-03-31T08:00:00;Treviso;Ospedale Treviso;114;26;130;60
2020-03-31T08:00:00;Treviso;Ospedale Oderzo;21;6;5;5
2020-03-31T08:00:00;Treviso;Ospedale Conegliano;14;8;13;13
2020-03-31T08:00:00;Treviso;Ospedale Vittorio Veneto *;123;6;36;10
2020-03-31T08:00:00;Treviso;Ospedale Castelfranco;21;0;11;6
2020-03-31T08:00:00;Treviso;Ospedale Montebelluna;25;8;18;6
2020-03-31T08:00:00;Treviso;Ospedale S. Camillo-Treviso *;42;0;0;0
2020-03-31T08:00:00;Venezia;Ospedale Mestre;48;15;23;19
2020-03-31T08:00:00;Venezia;Ospedale Venezia;11;6;13;6
2020-03-31T08:00:00;Venezia;Ospedale Mirano;1;10;7;6
2020-03-31T08:00:00;Venezia;Ospedale Dolo *;86;16;17;17
2020-03-31T08:00:00;Venezia;Ospedale Chioggia;0;0;0;3
2020-03-31T08:00:00;Venezia;Ospedale Villa Salus-Mestre *;25;0;14;2
2020-03-31T08:00:00;Venezia;Ospedale San Dona' di Piave;0;0;0;0
2020-03-31T08:00:00;Venezia;Ospedale Jesolo *;59;13;16;12
2020-03-31T08:00:00;Rovigo;Ospedale Rovigo;25;0;11;2
2020-03-31T08:00:00;Rovigo;Ospedale Trecenta *;5;9;0;0
2020-03-31T08:00:00;Rovigo;Ospedale Adria;0;0;0;0
2020-03-31T08:00:00;Padova;Ospedale Schiavonia *;121;25;77;36
2020-03-31T08:00:00;Padova;Ospedale Piove di Sacco;0;0;1;0
2020-03-31T08:00:00;Padova;Ospedale Cittadella;0;6;5;2
2020-03-31T08:00:00;Padova;Ospedale Camposampiero;10;0;5;3
2020-03-31T08:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0
2020-03-31T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;8;0;5;1
2020-03-31T08:00:00;Vicenza;Ospedale Santorso *;79;15;22;15
2020-03-31T08:00:00;Vicenza;Ospedale Bassano;27;6;7;9
2020-03-31T08:00:00;Vicenza;Ospedale Asiago;23;0;0;9
2020-03-31T08:00:00;Vicenza;Ospedale Vicenza;76;26;38;37
2020-03-31T08:00:00;Vicenza;Ospedale Noventa Vicentina;19;0;7;0
2020-03-31T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0
2020-03-31T08:00:00;Vicenza;Ospedale Valdagno;13;0;0;1
2020-03-31T08:00:00;Vicenza;Ospedale Lonigo;0;0;0;0
2020-03-31T08:00:00;Verona;Ospedale Legnago;67;8;2;21
2020-03-31T08:00:00;Verona;Ospedale San Bonifacio;16;7;1;3
2020-03-31T08:00:00;Verona;Ospedale Villafranca *;123;20;23;12
2020-03-31T08:00:00;Verona;Ospedale Marzana;27;0;1;0
2020-03-31T08:00:00;Padova;IRCCS - IOV;0;0;0;0
2020-03-31T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;83;10;26;15
2020-03-31T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;49;12;14;8
