data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;dimessi_guariti;deceduti
2020-03-30T17:00:00;Padova;Azienda Ospedale Universita' di Padova;113;32;125;21
2020-03-30T17:00:00;Padova;Azienda Ospedale Università di Padova - Ospedale S. Antonio;0;0;0;0
2020-03-30T17:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Roma;89;24;90;55
2020-03-30T17:00:00;Verona;Azienda Ospedaliera Universitaria Integrata di Verona - Borgo Trento;40;34;15;15
2020-03-30T17:00:00;Belluno;Ospedale Belluno;41;8;26;10
2020-03-30T17:00:00;Belluno;Ospedale di Comunità Belluno;6;0;0;1
2020-03-30T17:00:00;Belluno;Ospedale Feltre;11;0;6;4
2020-03-30T17:00:00;Belluno;Ospedale Agordo;12;0;1;0
2020-03-30T17:00:00;Treviso;Ospedale Treviso;114;26;130;60
2020-03-30T17:00:00;Treviso;Ospedale Oderzo;21;6;5;5
2020-03-30T17:00:00;Treviso;Ospedale Conegliano;17;7;13;12
2020-03-30T17:00:00;Treviso;Ospedale Vittorio Veneto *;122;6;36;10
2020-03-30T17:00:00;Treviso;Ospedale Castelfranco;22;0;10;6
2020-03-30T17:00:00;Treviso;Ospedale Montebelluna;29;8;14;6
2020-03-30T17:00:00;Treviso;Ospedale S. Camillo-Treviso *;42;0;0;0
2020-03-30T17:00:00;Venezia;Ospedale Mestre;49;15;23;19
2020-03-30T17:00:00;Venezia;Ospedale Venezia;11;6;13;6
2020-03-30T17:00:00;Venezia;Ospedale Mirano;1;10;8;6
2020-03-30T17:00:00;Venezia;Ospedale Dolo *;88;17;17;14
2020-03-30T17:00:00;Venezia;Ospedale Chioggia;1;0;0;2
2020-03-30T17:00:00;Venezia;Ospedale Villa Salus-Mestre *;28;0;10;2
2020-03-30T17:00:00;Venezia;Ospedale San Dona' di Piave;0;0;0;0
2020-03-30T17:00:00;Venezia;Ospedale Jesolo *;60;12;16;12
2020-03-30T17:00:00;Rovigo;Ospedale Rovigo;25;0;11;2
2020-03-30T17:00:00;Rovigo;Ospedale Trecenta *;5;9;0;0
2020-03-30T17:00:00;Rovigo;Ospedale Adria;0;0;0;0
2020-03-30T17:00:00;Padova;Ospedale Schiavonia *;125;24;71;36
2020-03-30T17:00:00;Padova;Ospedale Piove di Sacco;0;0;1;0
2020-03-30T17:00:00;Padova;Ospedale Cittadella;0;5;5;2
2020-03-30T17:00:00;Padova;Ospedale Camposampiero;10;0;5;3
2020-03-30T17:00:00;Padova;Casa di Cura Villa Maria - Padova;3;0;0;0
2020-03-30T17:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;1;0;0;0
2020-03-30T17:00:00;Vicenza;Ospedale Santorso *;79;15;22;14
2020-03-30T17:00:00;Vicenza;Ospedale Bassano;27;7;7;9
2020-03-30T17:00:00;Vicenza;Ospedale Asiago;22;0;0;9
2020-03-30T17:00:00;Vicenza;Ospedale Vicenza;71;27;36;35
2020-03-30T17:00:00;Vicenza;Ospedale Noventa Vicentina;20;0;6;0
2020-03-30T17:00:00;Vicenza;Ospedale Arzignano;0;0;0;0
2020-03-30T17:00:00;Vicenza;Ospedale Valdagno;13;0;0;1
2020-03-30T17:00:00;Vicenza;Ospedale Lonigo;0;0;0;0
2020-03-30T17:00:00;Verona;Ospedale Legnago;65;8;2;21
2020-03-30T17:00:00;Verona;Ospedale San Bonifacio;19;7;1;3
2020-03-30T17:00:00;Verona;Ospedale Villafranca *;115;20;24;12
2020-03-30T17:00:00;Verona;Ospedale Marzana;22;0;1;0
2020-03-30T17:00:00;Padova;IRCCS - IOV;0;0;0;0
2020-03-30T17:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;79;10;26;15
2020-03-30T17:00:00;Verona;Ospedale P. Pederzoli-Peschiera;50;11;14;8
